fecha,geografia,nivel_educativo,valor
2015,manitoba,university,5.0
2015,saskatchewan,all levels of education,6.6
2015,saskatchewan,less than high school,15.3
2015,saskatchewan,high school,8.5
2015,saskatchewan,college or trade,5.4
2015,saskatchewan,university,4.1
2015,alberta,all levels of education,6.4
2015,alberta,less than high school,15.5
2015,alberta,high school,6.5
2015,alberta,college or trade,5.1
2015,alberta,university,5.8
2015,british columbia,all levels of education,6.2
2015,british columbia,less than high school,16.8
2015,british columbia,high school,7.7
2015,british columbia,college or trade,5.2
2015,british columbia,university,4.6
