mes,geografia,duracion,rango edad,total personas,hombres,mujeres,fecha
2,central region,total unemployed,  15-19,41,20,20,2004
2,central region,total unemployed,  20-24,42,24,18,2004
2,central region,total unemployed,  25-44,100,55,45,2004
2,central region,total unemployed,  45-54,33,16,16,2004
2,central region,total unemployed,  55-64,27,14,12,2004
2,central region,total unemployed,  65 years and over,3,0,2,2004
2,central region,   1 - 4 weeks,"total, 15 years and over",96,46,50,2004
2,central region,   1 - 4 weeks, 15-64 years,94,46,49,2004
2,central region,   1 - 4 weeks,  15-19,25,12,13,2004
2,central region,   1 - 4 weeks,  20-24,21,11,10,2004
2,central region,   1 - 4 weeks,  25-44,34,16,18,2004
2,central region,   1 - 4 weeks,  45-54,9,3,6,2004
2,central region,   1 - 4 weeks,  55-64,6,4,2,2004
2,central region,   1 - 4 weeks,  65 years and over,2,0,0,2004
2,central region,   5 - 13 weeks,"total, 15 years and over",60,31,29,2004
2,central region,   5 - 13 weeks, 15-64 years,60,31,28,2004
2,central region,   5 - 13 weeks,  15-19,10,5,6,2004
2,central region,   5 - 13 weeks,  20-24,11,7,4,2004
2,central region,   5 - 13 weeks,  25-44,24,13,11,2004
2,central region,   5 - 13 weeks,  45-54,9,5,5,2004
2,central region,   5 - 13 weeks,  55-64,5,3,2,2004
2,central region,   5 - 13 weeks,  65 years and over,0,0,0,2004
2,central region,   14 - 25 weeks,"total, 15 years and over",40,23,17,2004
2,central region,   14 - 25 weeks, 15-64 years,40,23,17,2004
2,central region,   14 - 25 weeks,  15-19,0,0,0,2004
2,central region,   14 - 25 weeks,  20-24,4,3,2,2004
2,central region,   14 - 25 weeks,  25-44,22,13,9,2004
2,central region,   14 - 25 weeks,  45-54,5,3,3,2004
2,central region,   14 - 25 weeks,  55-64,7,3,4,2004
2,central region,   14 - 25 weeks,  65 years and over,0,0,0,2004
2,central region,   26 weeks ,"total, 15 years and over",2,0,2,2004
2,central region,   26 weeks , 15-64 years,2,0,2,2004
2,central region,   26 weeks ,  15-19,0,0,0,2004
2,central region,   26 weeks ,  20-24,0,0,0,2004
2,central region,   26 weeks ,  25-44,0,0,0,2004
2,central region,   26 weeks ,  45-54,0,0,0,2004
2,central region,   26 weeks ,  55-64,0,0,0,2004
2,central region,   26 weeks ,  65 years and over,0,0,0,2004
2,central region,      27 - 51 weeks,"total, 15 years and over",15,9,6,2004
2,central region,      27 - 51 weeks, 15-64 years,14,9,6,2004
2,central region,      27 - 51 weeks,  15-19,0,0,0,2004
2,central region,      27 - 51 weeks,  20-24,2,0,0,2004
2,central region,      27 - 51 weeks,  25-44,5,3,2,2004
2,central region,      27 - 51 weeks,  45-54,3,2,0,2004
2,central region,      27 - 51 weeks,  55-64,4,2,2,2004
2,central region,      27 - 51 weeks,  65 years and over,0,0,0,2004
2,central region,      52 weeks,"total, 15 years and over",11,7,4,2004
2,central region,      52 weeks, 15-64 years,11,7,4,2004
2,central region,      52 weeks,  15-19,0,0,0,2004
2,central region,      52 weeks,  20-24,0,0,0,2004
2,central region,      52 weeks,  25-44,5,4,0,2004
2,central region,      52 weeks,  45-54,3,2,0,2004
2,central region,      52 weeks,  55-64,3,0,2,2004
2,central region,      52 weeks,  65 years and over,0,0,0,2004
2,central region,      53 weeks or more,"total, 15 years and over",10,8,2,2004
2,central region,      53 weeks or more, 15-64 years,9,7,2,2004
2,central region,      53 weeks or more,  15-19,0,0,0,2004
2,central region,      53 weeks or more,  20-24,0,0,0,2004
2,central region,      53 weeks or more,  25-44,5,4,0,2004
2,central region,      53 weeks or more,  45-54,2,2,0,2004
2,central region,      53 weeks or more,  55-64,2,2,0,2004
2,central region,      53 weeks or more,  65 years and over,0,0,0,2004
2,central region,   duration unknown,"total, 15 years and over",11,7,4,2004
2,central region,   duration unknown, 15-64 years,11,7,4,2004
2,central region,   duration unknown,  15-19,3,2,0,2004
2,central region,   duration unknown,  20-24,3,2,2,2004
2,central region,   duration unknown,  25-44,4,3,0,2004
2,central region,   duration unknown,  45-54,0,0,0,2004
2,central region,   duration unknown,  55-64,0,0,0,2004
2,central region,   duration unknown,  65 years and over,0,0,0,2004
2,central region,average unemployed nc,"total, 15 years and over",15,18,13,2004
2,central region,average unemployed nc, 15-64 years,15,18,13,2004
2,central region,average unemployed nc,  15-19,6,7,5,2004
2,central region,average unemployed nc,  20-24,8,8,8,2004
2,central region,average unemployed nc,  25-44,18,20,14,2004
2,central region,average unemployed nc,  45-54,20,26,15,2004
2,central region,average unemployed nc,  55-64,25,26,23,2004
2,central region,average unemployed nc,  65 years and over,23,34,16,2004
2,central region,average unemployed c99,"total, 15 years and over",15,17,12,2004
2,central region,average unemployed c99, 15-64 years,15,17,12,2004
2,central region,average unemployed c99,  15-19,6,7,5,2004
2,central region,average unemployed c99,  20-24,8,8,8,2004
2,central region,average unemployed c99,  25-44,17,19,14,2004
2,central region,average unemployed c99,  45-54,19,25,14,2004
2,central region,average unemployed c99,  55-64,24,25,23,2004
2,central region,average unemployed c99,  65 years and over,22,32,16,2004
2,western region,total unemployed,"total, 15 years and over",119,67,52,2004
2,western region,total unemployed, 15-64 years,118,66,52,2004
2,western region,total unemployed,  15-19,27,14,13,2004
2,western region,total unemployed,  20-24,20,12,8,2004
2,western region,total unemployed,  25-44,48,27,20,2004
2,western region,total unemployed,  45-54,15,8,7,2004
2,western region,total unemployed,  55-64,8,5,3,2004
2,western region,total unemployed,  65 years and over,0,0,0,2004
2,western region,   1 - 4 weeks,"total, 15 years and over",45,23,22,2004
2,western region,   1 - 4 weeks, 15-64 years,45,23,22,2004
2,western region,   1 - 4 weeks,  15-19,15,7,8,2004
2,western region,   1 - 4 weeks,  20-24,8,4,4,2004
2,western region,   1 - 4 weeks,  25-44,16,8,8,2004
2,western region,   1 - 4 weeks,  45-54,4,2,2,2004
2,western region,   1 - 4 weeks,  55-64,2,0,0,2004
2,western region,   1 - 4 weeks,  65 years and over,0,0,0,2004
2,western region,   5 - 13 weeks,"total, 15 years and over",29,16,13,2004
2,western region,   5 - 13 weeks, 15-64 years,29,16,13,2004
2,western region,   5 - 13 weeks,  15-19,5,3,2,2004
2,western region,   5 - 13 weeks,  20-24,6,3,3,2004
2,western region,   5 - 13 weeks,  25-44,12,7,5,2004
2,western region,   5 - 13 weeks,  45-54,3,0,2,2004
2,western region,   5 - 13 weeks,  55-64,2,0,0,2004
2,western region,   5 - 13 weeks,  65 years and over,0,0,0,2004
2,western region,   14 - 25 weeks,"total, 15 years and over",19,12,7,2004
2,western region,   14 - 25 weeks, 15-64 years,18,12,7,2004
2,western region,   14 - 25 weeks,  15-19,2,0,0,2004
2,western region,   14 - 25 weeks,  20-24,3,2,0,2004
2,western region,   14 - 25 weeks,  25-44,8,5,3,2004
2,western region,   14 - 25 weeks,  45-54,4,2,0,2004
2,western region,   14 - 25 weeks,  55-64,0,0,0,2004
2,western region,   14 - 25 weeks,  65 years and over,0,0,0,2004
2,western region,   26 weeks ,"total, 15 years and over",0,0,0,2004
2,western region,   26 weeks , 15-64 years,0,0,0,2004
2,western region,   26 weeks ,  15-19,0,0,0,2004
2,western region,   26 weeks ,  20-24,0,0,0,2004
2,western region,   26 weeks ,  25-44,0,0,0,2004
2,western region,   26 weeks ,  45-54,0,0,0,2004
2,western region,   26 weeks ,  55-64,0,0,0,2004
2,western region,   26 weeks ,  65 years and over,0,0,0,2004
2,western region,      27 - 51 weeks,"total, 15 years and over",8,6,3,2004
2,western region,      27 - 51 weeks, 15-64 years,8,6,3,2004
2,western region,      27 - 51 weeks,  15-19,0,0,0,2004
2,western region,      27 - 51 weeks,  20-24,0,0,0,2004
2,western region,      27 - 51 weeks,  25-44,5,3,2,2004
2,western region,      27 - 51 weeks,  45-54,2,0,0,2004
2,western region,      27 - 51 weeks,  55-64,0,0,0,2004
2,western region,      27 - 51 weeks,  65 years and over,0,0,0,2004
2,western region,      52 weeks,"total, 15 years and over",6,4,3,2004
2,western region,      52 weeks, 15-64 years,6,3,3,2004
2,western region,      52 weeks,  15-19,0,0,0,2004
2,western region,      52 weeks,  20-24,0,0,0,2004
2,western region,      52 weeks,  25-44,2,0,0,2004
2,western region,      52 weeks,  45-54,0,0,0,2004
2,western region,      52 weeks,  55-64,0,0,0,2004
2,western region,      52 weeks,  65 years and over,0,0,0,2004
2,western region,      53 weeks or more,"total, 15 years and over",5,3,2,2004
2,western region,      53 weeks or more, 15-64 years,5,3,2,2004
2,western region,      53 weeks or more,  15-19,0,0,0,2004
2,western region,      53 weeks or more,  20-24,0,0,0,2004
2,western region,      53 weeks or more,  25-44,2,0,0,2004
2,western region,      53 weeks or more,  45-54,0,0,0,2004
2,western region,      53 weeks or more,  55-64,0,0,0,2004
2,western region,      53 weeks or more,  65 years and over,0,0,0,2004
2,western region,   duration unknown,"total, 15 years and over",6,3,3,2004
2,western region,   duration unknown, 15-64 years,6,3,3,2004
2,western region,   duration unknown,  15-19,2,0,0,2004
2,western region,   duration unknown,  20-24,0,0,0,2004
2,western region,   duration unknown,  25-44,2,2,0,2004
2,western region,   duration unknown,  45-54,0,0,0,2004
2,western region,   duration unknown,  55-64,0,0,0,2004
2,western region,   duration unknown,  65 years and over,0,0,0,2004
2,western region,average unemployed nc,"total, 15 years and over",16,18,15,2004
2,western region,average unemployed nc, 15-64 years,16,18,15,2004
2,western region,average unemployed nc,  15-19,10,11,8,2004
2,western region,average unemployed nc,  20-24,11,14,8,2004
2,western region,average unemployed nc,  25-44,17,18,16,2004
2,western region,average unemployed nc,  45-54,24,26,22,2004
2,western region,average unemployed nc,  55-64,29,29,30,2004
2,western region,average unemployed nc,  65 years and over,24,33,13,2004
2,western region,average unemployed c99,"total, 15 years and over",16,17,14,2004
2,western region,average unemployed c99, 15-64 years,16,17,14,2004
2,western region,average unemployed c99,  15-19,10,11,8,2004
2,western region,average unemployed c99,  20-24,11,13,8,2004
2,western region,average unemployed c99,  25-44,17,17,16,2004
2,western region,average unemployed c99,  45-54,22,24,20,2004
2,western region,average unemployed c99,  55-64,26,27,26,2004
2,western region,average unemployed c99,  65 years and over,24,32,13,2004
2,northern region,total unemployed,"total, 15 years and over",33,20,13,2004
2,northern region,total unemployed, 15-64 years,33,20,13,2004
2,northern region,total unemployed,  15-19,7,4,3,2004
2,northern region,total unemployed,  20-24,6,4,2,2004
2,northern region,total unemployed,  25-44,13,7,6,2004
2,northern region,total unemployed,  45-54,4,3,2,2004
2,northern region,total unemployed,  55-64,2,2,0,2004
2,northern region,total unemployed,  65 years and over,0,0,0,2004
2,northern region,   1 - 4 weeks,"total, 15 years and over",13,8,5,2004
2,northern region,   1 - 4 weeks, 15-64 years,13,8,5,2004
2,northern region,   1 - 4 weeks,  15-19,4,3,0,2004
2,northern region,   1 - 4 weeks,  20-24,2,0,0,2004
2,northern region,   1 - 4 weeks,  25-44,4,2,2,2004
2,northern region,   1 - 4 weeks,  45-54,0,0,0,2004
2,northern region,   1 - 4 weeks,  55-64,0,0,0,2004
2,northern region,   1 - 4 weeks,  65 years and over,0,0,0,2004
2,northern region,   5 - 13 weeks,"total, 15 years and over",8,5,3,2004
2,northern region,   5 - 13 weeks, 15-64 years,8,5,3,2004
2,northern region,   5 - 13 weeks,  15-19,0,0,0,2004
2,northern region,   5 - 13 weeks,  20-24,2,0,0,2004
2,northern region,   5 - 13 weeks,  25-44,3,2,0,2004
2,northern region,   5 - 13 weeks,  45-54,0,0,0,2004
2,northern region,   5 - 13 weeks,  55-64,0,0,0,2004
2,northern region,   5 - 13 weeks,  65 years and over,0,0,0,2004
2,northern region,   14 - 25 weeks,"total, 15 years and over",5,3,2,2004
2,northern region,   14 - 25 weeks, 15-64 years,5,3,2,2004
2,northern region,   14 - 25 weeks,  15-19,0,0,0,2004
2,northern region,   14 - 25 weeks,  20-24,0,0,0,2004
2,northern region,   14 - 25 weeks,  25-44,2,0,0,2004
2,northern region,   14 - 25 weeks,  45-54,0,0,0,2004
2,northern region,   14 - 25 weeks,  55-64,0,0,0,2004
2,northern region,   14 - 25 weeks,  65 years and over,0,0,0,2004
2,northern region,   26 weeks ,"total, 15 years and over",0,0,0,2004
2,northern region,   26 weeks , 15-64 years,0,0,0,2004
2,northern region,   26 weeks ,  15-19,0,0,0,2004
2,northern region,   26 weeks ,  20-24,0,0,0,2004
2,northern region,   26 weeks ,  25-44,0,0,0,2004
2,northern region,   26 weeks ,  45-54,0,0,0,2004
2,northern region,   26 weeks ,  55-64,0,0,0,2004
2,northern region,   26 weeks ,  65 years and over,0,0,0,2004
2,northern region,      27 - 51 weeks,"total, 15 years and over",2,0,0,2004
2,northern region,      27 - 51 weeks, 15-64 years,2,0,0,2004
2,northern region,      27 - 51 weeks,  15-19,0,0,0,2004
2,northern region,      27 - 51 weeks,  20-24,0,0,0,2004
2,northern region,      27 - 51 weeks,  25-44,0,0,0,2004
2,northern region,      27 - 51 weeks,  45-54,0,0,0,2004
2,northern region,      27 - 51 weeks,  55-64,0,0,0,2004
2,northern region,      27 - 51 weeks,  65 years and over,0,0,0,2004
2,northern region,      52 weeks,"total, 15 years and over",0,0,0,2004
2,northern region,      52 weeks, 15-64 years,0,0,0,2004
2,northern region,      52 weeks,  15-19,0,0,0,2004
2,northern region,      52 weeks,  20-24,0,0,0,2004
2,northern region,      52 weeks,  25-44,0,0,0,2004
2,northern region,      52 weeks,  45-54,0,0,0,2004
2,northern region,      52 weeks,  55-64,0,0,0,2004
2,northern region,      52 weeks,  65 years and over,0,0,0,2004
2,northern region,      53 weeks or more,"total, 15 years and over",0,0,0,2004
2,northern region,      53 weeks or more, 15-64 years,0,0,0,2004
2,northern region,      53 weeks or more,  15-19,0,0,0,2004
2,northern region,      53 weeks or more,  20-24,0,0,0,2004
2,northern region,      53 weeks or more,  25-44,0,0,0,2004
2,northern region,      53 weeks or more,  45-54,0,0,0,2004
2,northern region,      53 weeks or more,  55-64,0,0,0,2004
2,northern region,      53 weeks or more,  65 years and over,0,0,0,2004
2,northern region,   duration unknown,"total, 15 years and over",2,2,0,2004
2,northern region,   duration unknown, 15-64 years,2,2,0,2004
2,northern region,   duration unknown,  15-19,0,0,0,2004
2,northern region,   duration unknown,  20-24,0,0,0,2004
2,northern region,   duration unknown,  25-44,0,0,0,2004
2,northern region,   duration unknown,  45-54,0,0,0,2004
2,northern region,   duration unknown,  55-64,0,0,0,2004
2,northern region,   duration unknown,  65 years and over,0,0,0,2004
2,northern region,average unemployed nc,"total, 15 years and over",17,17,17,2004
2,northern region,average unemployed nc, 15-64 years,17,17,18,2004
2,northern region,average unemployed nc,  15-19,7,5,10,2004
2,northern region,average unemployed nc,  20-24,11,13,6,2004
2,northern region,average unemployed nc,  25-44,18,17,19,2004
2,northern region,average unemployed nc,  45-54,21,26,12,2004
2,northern region,average unemployed nc,  55-64,50,35,118,2004
2,northern region,average unemployed nc,  65 years and over,5,5,0,2004
2,northern region,average unemployed c99,"total, 15 years and over",14,16,13,2004
2,northern region,average unemployed c99, 15-64 years,14,16,13,2004
2,northern region,average unemployed c99,  15-19,7,5,10,2004
2,northern region,average unemployed c99,  20-24,11,13,6,2004
2,northern region,average unemployed c99,  25-44,16,16,16,2004
2,northern region,average unemployed c99,  45-54,20,25,12,2004
2,northern region,average unemployed c99,  55-64,31,32,26,2004
2,northern region,average unemployed c99,  65 years and over,5,5,0,2004
3,eastern region,total unemployed,"total, 15 years and over",68,37,30,2004
3,eastern region,total unemployed, 15-64 years,67,37,30,2004
3,eastern region,total unemployed,  15-19,14,9,5,2004
3,eastern region,total unemployed,  20-24,12,7,5,2004
3,eastern region,total unemployed,  25-44,25,12,13,2004
3,eastern region,total unemployed,  45-54,11,6,6,2004
3,eastern region,total unemployed,  55-64,5,3,2,2004
3,eastern region,total unemployed,  65 years and over,0,0,0,2004
3,eastern region,   1 - 4 weeks,"total, 15 years and over",27,14,13,2004
3,eastern region,   1 - 4 weeks, 15-64 years,26,14,13,2004
3,eastern region,   1 - 4 weeks,  15-19,9,6,3,2004
3,eastern region,   1 - 4 weeks,  20-24,5,2,3,2004
3,eastern region,   1 - 4 weeks,  25-44,8,4,5,2004
3,eastern region,   1 - 4 weeks,  45-54,3,0,2,2004
3,eastern region,   1 - 4 weeks,  55-64,0,0,0,2004
3,eastern region,   1 - 4 weeks,  65 years and over,0,0,0,2004
3,eastern region,   5 - 13 weeks,"total, 15 years and over",20,11,8,2004
3,eastern region,   5 - 13 weeks, 15-64 years,20,11,8,2004
3,eastern region,   5 - 13 weeks,  15-19,4,2,2,2004
3,eastern region,   5 - 13 weeks,  20-24,4,3,0,2004
3,eastern region,   5 - 13 weeks,  25-44,8,3,5,2004
3,eastern region,   5 - 13 weeks,  45-54,3,2,0,2004
3,eastern region,   5 - 13 weeks,  55-64,0,0,0,2004
3,eastern region,   5 - 13 weeks,  65 years and over,0,0,0,2004
3,eastern region,   14 - 25 weeks,"total, 15 years and over",7,4,3,2004
3,eastern region,   14 - 25 weeks, 15-64 years,7,4,3,2004
3,eastern region,   14 - 25 weeks,  15-19,0,0,0,2004
3,eastern region,   14 - 25 weeks,  20-24,2,0,0,2004
3,eastern region,   14 - 25 weeks,  25-44,2,0,0,2004
3,eastern region,   14 - 25 weeks,  45-54,2,0,0,2004
3,eastern region,   14 - 25 weeks,  55-64,0,0,0,2004
3,eastern region,   14 - 25 weeks,  65 years and over,0,0,0,2004
3,eastern region,   26 weeks ,"total, 15 years and over",0,0,0,2004
3,eastern region,   26 weeks , 15-64 years,0,0,0,2004
3,eastern region,   26 weeks ,  15-19,0,0,0,2004
3,eastern region,   26 weeks ,  20-24,0,0,0,2004
3,eastern region,   26 weeks ,  25-44,0,0,0,2004
3,eastern region,   26 weeks ,  45-54,0,0,0,2004
3,eastern region,   26 weeks ,  55-64,0,0,0,2004
3,eastern region,   26 weeks ,  65 years and over,0,0,0,2004
3,eastern region,      27 - 51 weeks,"total, 15 years and over",4,2,0,2004
3,eastern region,      27 - 51 weeks, 15-64 years,4,2,0,2004
3,eastern region,      27 - 51 weeks,  15-19,0,0,0,2004
3,eastern region,      27 - 51 weeks,  20-24,0,0,0,2004
3,eastern region,      27 - 51 weeks,  25-44,2,0,0,2004
3,eastern region,      27 - 51 weeks,  45-54,0,0,0,2004
3,eastern region,      27 - 51 weeks,  55-64,0,0,0,2004
3,eastern region,      27 - 51 weeks,  65 years and over,0,0,0,2004
3,eastern region,      52 weeks,"total, 15 years and over",3,2,0,2004
3,eastern region,      52 weeks, 15-64 years,3,2,0,2004
3,eastern region,      52 weeks,  15-19,0,0,0,2004
3,eastern region,      52 weeks,  20-24,0,0,0,2004
3,eastern region,      52 weeks,  25-44,2,0,0,2004
3,eastern region,      52 weeks,  45-54,0,0,0,2004
3,eastern region,      52 weeks,  55-64,0,0,0,2004
3,eastern region,      52 weeks,  65 years and over,0,0,0,2004
3,eastern region,      53 weeks or more,"total, 15 years and over",3,2,0,2004
3,eastern region,      53 weeks or more, 15-64 years,3,2,0,2004
3,eastern region,      53 weeks or more,  15-19,0,0,0,2004
3,eastern region,      53 weeks or more,  20-24,0,0,0,2004
3,eastern region,      53 weeks or more,  25-44,0,0,0,2004
3,eastern region,      53 weeks or more,  45-54,0,0,0,2004
3,eastern region,      53 weeks or more,  55-64,0,0,0,2004
3,eastern region,      53 weeks or more,  65 years and over,0,0,0,2004
3,eastern region,   duration unknown,"total, 15 years and over",4,2,2,2004
3,eastern region,   duration unknown, 15-64 years,4,2,2,2004
3,eastern region,   duration unknown,  15-19,0,0,0,2004
3,eastern region,   duration unknown,  20-24,0,0,0,2004
3,eastern region,   duration unknown,  25-44,2,0,0,2004
3,eastern region,   duration unknown,  45-54,0,0,0,2004
3,eastern region,   duration unknown,  55-64,0,0,0,2004
3,eastern region,   duration unknown,  65 years and over,0,0,0,2004
3,eastern region,average unemployed nc,"total, 15 years and over",15,16,13,2004
3,eastern region,average unemployed nc, 15-64 years,14,16,13,2004
3,eastern region,average unemployed nc,  15-19,7,6,8,2004
3,eastern region,average unemployed nc,  20-24,11,14,7,2004
3,eastern region,average unemployed nc,  25-44,17,20,14,2004
3,eastern region,average unemployed nc,  45-54,20,25,16,2004
3,eastern region,average unemployed nc,  55-64,20,21,18,2004
3,eastern region,average unemployed nc,  65 years and over,24,3,29,2004
3,eastern region,average unemployed c99,"total, 15 years and over",14,15,13,2004
3,eastern region,average unemployed c99, 15-64 years,14,16,12,2004
3,eastern region,average unemployed c99,  15-19,6,6,7,2004
3,eastern region,average unemployed c99,  20-24,11,14,7,2004
3,eastern region,average unemployed c99,  25-44,16,19,14,2004
3,eastern region,average unemployed c99,  45-54,20,24,16,2004
3,eastern region,average unemployed c99,  55-64,19,19,18,2004
3,eastern region,average unemployed c99,  65 years and over,24,3,28,2004
3,central region,total unemployed,"total, 15 years and over",268,127,142,2004
3,central region,total unemployed, 15-64 years,265,126,140,2004
3,central region,total unemployed,  15-19,56,29,26,2004
3,central region,total unemployed,  20-24,38,22,17,2004
3,central region,total unemployed,  25-44,106,45,61,2004
3,central region,total unemployed,  45-54,37,14,23,2004
3,central region,total unemployed,  55-64,28,16,13,2004
3,central region,total unemployed,  65 years and over,3,0,2,2004
3,central region,   1 - 4 weeks,"total, 15 years and over",103,48,55,2004
3,central region,   1 - 4 weeks, 15-64 years,102,47,55,2004
3,central region,   1 - 4 weeks,  15-19,33,18,14,2004
3,central region,   1 - 4 weeks,  20-24,18,8,10,2004
3,central region,   1 - 4 weeks,  25-44,34,14,20,2004
3,central region,   1 - 4 weeks,  45-54,13,4,8,2004
3,central region,   1 - 4 weeks,  55-64,5,2,3,2004
3,central region,   1 - 4 weeks,  65 years and over,0,0,0,2004
3,central region,   5 - 13 weeks,"total, 15 years and over",75,33,42,2004
3,central region,   5 - 13 weeks, 15-64 years,74,33,41,2004
3,central region,   5 - 13 weeks,  15-19,16,7,9,2004
3,central region,   5 - 13 weeks,  20-24,10,7,3,2004
3,central region,   5 - 13 weeks,  25-44,33,13,20,2004
3,central region,   5 - 13 weeks,  45-54,8,3,5,2004
3,central region,   5 - 13 weeks,  55-64,7,3,4,2004
3,central region,   5 - 13 weeks,  65 years and over,0,0,0,2004
3,central region,   14 - 25 weeks,"total, 15 years and over",35,16,19,2004
3,central region,   14 - 25 weeks, 15-64 years,34,16,18,2004
3,central region,   14 - 25 weeks,  15-19,4,2,2,2004
3,central region,   14 - 25 weeks,  20-24,5,3,2,2004
3,central region,   14 - 25 weeks,  25-44,17,7,10,2004
3,central region,   14 - 25 weeks,  45-54,4,2,3,2004
3,central region,   14 - 25 weeks,  55-64,4,3,2,2004
3,central region,   14 - 25 weeks,  65 years and over,0,0,0,2004
3,central region,   26 weeks ,"total, 15 years and over",2,0,0,2004
3,central region,   26 weeks , 15-64 years,2,0,0,2004
3,central region,   26 weeks ,  15-19,0,0,0,2004
3,central region,   26 weeks ,  20-24,0,0,0,2004
3,central region,   26 weeks ,  25-44,0,0,0,2004
3,central region,   26 weeks ,  45-54,0,0,0,2004
3,central region,   26 weeks ,  55-64,0,0,0,2004
3,central region,   26 weeks ,  65 years and over,0,0,0,2004
3,central region,      27 - 51 weeks,"total, 15 years and over",16,9,8,2004
3,central region,      27 - 51 weeks, 15-64 years,16,9,8,2004
3,central region,      27 - 51 weeks,  15-19,0,0,0,2004
3,central region,      27 - 51 weeks,  20-24,2,0,0,2004
3,central region,      27 - 51 weeks,  25-44,7,3,4,2004
3,central region,      27 - 51 weeks,  45-54,5,2,3,2004
3,central region,      27 - 51 weeks,  55-64,2,0,0,2004
3,central region,      27 - 51 weeks,  65 years and over,0,0,0,2004
3,central region,      52 weeks,"total, 15 years and over",9,5,4,2004
3,central region,      52 weeks, 15-64 years,9,5,4,2004
3,central region,      52 weeks,  15-19,0,0,0,2004
3,central region,      52 weeks,  20-24,0,0,0,2004
3,central region,      52 weeks,  25-44,5,3,2,2004
3,central region,      52 weeks,  45-54,0,0,0,2004
3,central region,      52 weeks,  55-64,3,2,0,2004
3,central region,      52 weeks,  65 years and over,0,0,0,2004
3,central region,      53 weeks or more,"total, 15 years and over",14,9,6,2004
3,central region,      53 weeks or more, 15-64 years,14,9,5,2004
3,central region,      53 weeks or more,  15-19,0,0,0,2004
3,central region,      53 weeks or more,  20-24,0,0,0,2004
3,central region,      53 weeks or more,  25-44,5,3,2,2004
3,central region,      53 weeks or more,  45-54,3,2,0,2004
3,central region,      53 weeks or more,  55-64,5,4,2,2004
3,central region,      53 weeks or more,  65 years and over,0,0,0,2004
3,central region,   duration unknown,"total, 15 years and over",13,6,7,2004
3,central region,   duration unknown, 15-64 years,13,6,7,2004
3,central region,   duration unknown,  15-19,2,2,0,2004
3,central region,   duration unknown,  20-24,0,0,0,2004
3,central region,   duration unknown,  25-44,5,2,3,2004
3,central region,   duration unknown,  45-54,2,0,0,2004
3,central region,   duration unknown,  55-64,0,0,0,2004
3,central region,   duration unknown,  65 years and over,0,0,0,2004
3,central region,average unemployed nc,"total, 15 years and over",16,18,14,2004
3,central region,average unemployed nc, 15-64 years,16,18,14,2004
3,central region,average unemployed nc,  15-19,6,6,6,2004
3,central region,average unemployed nc,  20-24,10,12,8,2004
3,central region,average unemployed nc,  25-44,17,20,15,2004
3,central region,average unemployed nc,  45-54,20,21,19,2004
3,central region,average unemployed nc,  55-64,34,40,25,2004
3,central region,average unemployed nc,  65 years and over,21,18,22,2004
3,central region,average unemployed c99,"total, 15 years and over",15,17,14,2004
3,central region,average unemployed c99, 15-64 years,15,17,14,2004
3,central region,average unemployed c99,  15-19,6,6,6,2004
3,central region,average unemployed c99,  20-24,10,11,8,2004
3,central region,average unemployed c99,  25-44,16,18,14,2004
3,central region,average unemployed c99,  45-54,19,21,18,2004
3,central region,average unemployed c99,  55-64,31,36,24,2004
3,central region,average unemployed c99,  65 years and over,20,18,21,2004
3,western region,total unemployed,"total, 15 years and over",117,58,58,2004
3,western region,total unemployed, 15-64 years,116,58,58,2004
3,western region,total unemployed,  15-19,25,14,11,2004
3,western region,total unemployed,  20-24,17,9,8,2004
3,western region,total unemployed,  25-44,49,23,26,2004
3,western region,total unemployed,  45-54,15,7,8,2004
3,western region,total unemployed,  55-64,10,5,5,2004
3,western region,total unemployed,  65 years and over,0,0,0,2004
3,western region,   1 - 4 weeks,"total, 15 years and over",48,24,25,2004
3,western region,   1 - 4 weeks, 15-64 years,48,24,25,2004
3,western region,   1 - 4 weeks,  15-19,14,8,7,2004
3,western region,   1 - 4 weeks,  20-24,9,4,4,2004
3,western region,   1 - 4 weeks,  25-44,18,8,10,2004
3,western region,   1 - 4 weeks,  45-54,5,2,3,2004
3,western region,   1 - 4 weeks,  55-64,2,0,0,2004
3,western region,   1 - 4 weeks,  65 years and over,0,0,0,2004
3,western region,   5 - 13 weeks,"total, 15 years and over",32,16,16,2004
3,western region,   5 - 13 weeks, 15-64 years,32,16,16,2004
3,western region,   5 - 13 weeks,  15-19,7,4,3,2004
3,western region,   5 - 13 weeks,  20-24,4,2,2,2004
3,western region,   5 - 13 weeks,  25-44,14,7,7,2004
3,western region,   5 - 13 weeks,  45-54,4,2,2,2004
3,western region,   5 - 13 weeks,  55-64,3,0,0,2004
3,western region,   5 - 13 weeks,  65 years and over,0,0,0,2004
3,western region,   14 - 25 weeks,"total, 15 years and over",10,5,5,2004
3,western region,   14 - 25 weeks, 15-64 years,10,5,5,2004
3,western region,   14 - 25 weeks,  15-19,2,0,0,2004
3,western region,   14 - 25 weeks,  20-24,2,0,0,2004
3,western region,   14 - 25 weeks,  25-44,5,2,3,2004
3,western region,   14 - 25 weeks,  45-54,0,0,0,2004
3,western region,   14 - 25 weeks,  55-64,0,0,0,2004
3,western region,   14 - 25 weeks,  65 years and over,0,0,0,2004
3,western region,   26 weeks ,"total, 15 years and over",0,0,0,2004
3,western region,   26 weeks , 15-64 years,0,0,0,2004
